po_id,material_id,vendor_id,order_date,delivery_date,quantity,is_delivery_date_given,lead_time,is_po_qty_given
PO100365,M0140,V014,2025-02-28,2025-03-30,153,Yes,30.0,Yes
PO100366,M0002,V019,2026-01-25,2026-02-02,237,Yes,8.0,Yes
PO100367,M0156,V045,2025-10-10,2025-10-25,311,Yes,15.0,Yes
PO100368,M0127,V048,2025-01-27,2025-02-25,302,Yes,29.0,Yes
PO100369,M0061,V006,2025-01-09,2025-01-14,32,Yes,5.0,Yes
PO100370,M0056,V043,2025-01-13,2025-02-11,55,Yes,29.0,Yes
PO100371,M0151,V031,2025-01-03,2025-01-24,352,Yes,21.0,Yes
PO100372,M0169,V009,2025-01-12,2025-03-08,389,Yes,55.0,Yes
PO100373,M0122,V012,2025-05-18,2025-07-12,36,Yes,55.0,Yes
PO100374,M0117,V013,2025-01-09,2025-02-12,110,Yes,34.0,Yes
PO100375,M0105,V011,2025-02-16,2025-03-17,490,No,,Yes
PO100376,M0114,V039,2025-08-12,2025-09-13,177,Yes,32.0,Yes
PO100377,M0021,V032,2025-01-03,2025-02-21,362,Yes,49.0,Yes
PO100378,M0154,V007,2025-07-22,2025-09-11,314,Yes,51.0,Yes
PO100380,M0002,V027,2025-01-16,2025-02-25,336,Yes,40.0,Yes
PO100381,M0063,V032,2025-05-24,2025-07-10,97,Yes,47.0,Yes
PO100382,M0141,V020,2025-04-29,2025-06-18,369,Yes,50.0,Yes
PO100383,M0072,V016,2025-09-09,2025-10-15,213,Yes,36.0,Yes
PO100384,M0159,V014,2025-06-09,2025-06-23,317,Yes,14.0,Yes
PO100385,M0161,V036,2025-07-15,2025-08-01,137,Yes,17.0,Yes
PO100386,M0143,V004,2025-02-09,2025-03-04,6,Yes,23.0,Yes
PO100387,M0054,V002,2025-01-24,2025-02-11,499,Yes,18.0,Yes
PO100388,M0013,V023,2025-06-16,2025-06-24,109,Yes,8.0,Yes
PO100389,M0048,V017,2025-07-17,2025-08-28,35,Yes,42.0,Yes
PO100390,M0038,V023,2026-07-13,2026-09-03,39,Yes,52.0,Yes
PO100391,M0015,V044,2025-03-05,2025-04-13,150,Yes,39.0,Yes
PO100392,M0168,V011,2025-02-25,2025-03-05,425,Yes,8.0,Yes
PO100393,M0090,V012,2025-06-29,2025-08-20,118,Yes,52.0,Yes
PO100395,M0038,V033,2025-11-17,2025-11-25,426,Yes,8.0,Yes
PO100396,M0009,V003,2025-08-23,2025-08-31,87,Yes,8.0,Yes
PO100398,M0148,V005,2025-06-16,2025-07-21,76,Yes,35.0,Yes
PO100399,M0155,V022,2025-06-18,2025-07-25,471,Yes,37.0,Yes
PO100400,M0077,V028,2025-01-14,2025-03-14,464,Yes,59.0,Yes
PO100401,M0085,V008,2025-10-07,2025-11-14,451,Yes,38.0,Yes
PO100402,M0023,V040,2025-03-26,2025-04-10,414,Yes,15.0,Yes
PO100403,M0013,V015,2025-07-30,2025-08-07,313,Yes,8.0,Yes
PO100404,M0028,V008,2025-02-16,2025-03-25,383,Yes,37.0,Yes
PO100405,M0107,V036,2025-09-29,2025-10-25,214,No,,Yes
PO100406,M0046,V015,2025-03-01,2025-04-29,457,Yes,59.0,Yes
PO100407,M0042,V032,2025-01-02,2025-01-18,285,Yes,16.0,Yes
PO100408,M0173,V017,2025-10-10,2025-10-19,239,Yes,9.0,Yes
PO100409,M0073,V022,2025-01-12,2025-02-24,165,Yes,43.0,Yes
PO100411,M0170,V023,2025-12-26,2026-02-12,141,Yes,48.0,Yes
PO100412,M0178,V050,2025-12-27,2026-02-25,160,Yes,60.0,Yes
PO100413,M0180,V003,2025-04-13,2025-05-03,46,Yes,20.0,Yes
PO100414,M0153,V050,2025-04-30,2025-05-30,372,Yes,30.0,Yes
PO100415,M0147,V036,2025-03-13,2025-03-25,495,Yes,12.0,Yes
PO100416,M0144,V018,2025-02-11,2025-03-24,112,Yes,41.0,Yes
PO100417,M0046,V010,2025-02-17,2025-03-23,407,No,,Yes
PO100418,M0117,V045,2025-05-14,2025-06-25,45,Yes,42.0,Yes
PO100419,M0192,V033,2025-06-17,2025-07-30,401,Yes,43.0,Yes
PO100420,M0149,V039,2025-07-08,2025-08-09,247,No,,Yes
PO100421,M0093,V043,2025-07-07,2025-08-20,104,Yes,44.0,Yes
PO100422,M0010,V007,2025-01-12,2025-01-22,85,Yes,10.0,Yes
PO100423,M0024,V046,2025-03-23,2025-04-23,450,Yes,31.0,Yes
PO100424,M0197,V004,2025-01-08,2025-02-24,485,Yes,47.0,Yes
PO100425,M0077,V029,2025-04-06,2025-05-18,134,Yes,42.0,Yes
PO100427,M0095,V030,2025-09-20,2025-10-28,18,Yes,38.0,Yes
PO100428,M0098,V049,2025-02-21,2025-03-18,94,Yes,25.0,Yes
PO100429,M0018,V008,2025-01-15,2025-02-05,150,Yes,21.0,Yes
PO100430,M0195,V007,2025-01-19,2025-02-06,246,Yes,18.0,Yes
PO100432,M0141,V040,2025-04-26,2025-06-15,414,Yes,50.0,Yes
PO100433,M0017,V040,2025-01-13,2025-02-07,209,Yes,25.0,Yes
PO100435,M0121,V007,2025-05-25,2025-06-15,235,Yes,21.0,Yes
PO100437,M0032,V036,2025-07-27,2025-08-09,426,Yes,13.0,Yes
PO100438,M0178,V003,2025-05-27,2025-07-13,499,Yes,47.0,Yes
PO100439,M0071,V033,2025-01-11,2025-02-26,462,Yes,46.0,Yes
PO100440,M0085,V007,2025-01-11,2025-02-04,122,Yes,24.0,Yes
PO100441,M0135,V011,2026-06-02,2026-07-06,138,Yes,34.0,Yes
PO100442,M0106,V041,2025-02-26,2025-03-23,495,Yes,25.0,Yes
PO100443,M0135,V008,2025-02-25,2025-04-19,115,Yes,53.0,Yes
PO100444,M0054,V014,2025-07-21,2025-07-30,420,Yes,9.0,Yes
PO100445,M0179,V024,2025-12-20,2025-12-25,162,Yes,5.0,Yes
PO100446,M0054,V011,2026-05-28,2026-07-01,201,Yes,34.0,Yes
PO100447,M0157,V047,2025-06-17,2025-07-31,234,Yes,44.0,Yes
PO100448,M0015,V019,2025-02-26,2025-04-08,28,Yes,41.0,Yes
PO100449,M0028,V046,2025-01-11,2025-01-22,11,Yes,11.0,Yes
PO100450,M0147,V029,2025-06-30,2025-07-09,206,Yes,9.0,Yes
PO100451,M0187,V049,2025-04-09,2025-05-18,167,Yes,39.0,Yes
PO100452,M0162,V033,2025-03-08,2025-03-26,247,Yes,18.0,Yes
PO100453,M0136,V032,2025-10-12,2025-11-18,47,Yes,37.0,Yes
PO100454,M0023,V047,2025-01-15,2025-02-05,246,Yes,21.0,Yes
PO100455,M0124,V007,2025-03-23,2025-04-05,127,Yes,13.0,Yes
PO100456,M0186,V010,2025-01-02,2025-01-29,147,Yes,27.0,Yes
PO100457,M0177,V042,2025-03-17,2025-03-26,118,Yes,9.0,Yes
PO100458,M0155,V024,2025-01-07,2025-01-27,399,Yes,20.0,Yes
PO100459,M0181,V022,2025-01-16,2025-02-13,382,Yes,28.0,Yes
PO100461,M0110,V009,2025-05-06,2025-05-21,152,Yes,15.0,Yes
PO100462,M0156,V008,2025-06-14,2025-07-17,72,Yes,33.0,Yes
PO100463,M0082,V013,2025-04-16,2025-06-13,363,Yes,58.0,Yes
PO100464,M0067,V029,2026-01-28,2026-03-08,137,Yes,39.0,Yes
PO100465,M0135,V027,2025-02-26,2025-04-17,175,Yes,50.0,Yes
PO100466,M0148,V050,2025-02-10,2025-03-06,289,Yes,24.0,Yes
PO100467,M0160,V050,2025-09-01,2025-10-15,446,Yes,44.0,Yes
PO100468,M0091,V001,2025-01-31,2025-03-28,481,Yes,56.0,Yes
PO100469,M0034,V016,2026-02-01,2026-03-19,19,Yes,46.0,Yes
PO100471,M0145,V031,2026-02-25,2026-03-02,330,Yes,5.0,Yes
PO100472,M0128,V022,2025-01-06,2025-02-17,424,No,,Yes
PO100473,M0134,V019,2025-09-24,2025-11-20,175,Yes,57.0,Yes
PO100474,M0187,V033,2025-04-01,2025-05-11,490,Yes,40.0,Yes
PO100475,M0162,V011,2026-08-18,2026-09-11,449,Yes,24.0,Yes
PO100476,M0128,V006,2025-01-10,2025-02-26,413,Yes,47.0,Yes
PO100477,M0127,V018,2025-04-07,2025-04-18,434,Yes,11.0,Yes
PO100478,M0047,V024,2026-02-23,2026-03-08,354,Yes,13.0,Yes
PO100479,M0157,V046,2025-03-30,2025-04-20,499,Yes,21.0,Yes
PO100480,M0060,V049,2025-04-30,2025-05-12,141,Yes,12.0,Yes
PO100481,M0182,V027,2025-05-23,2025-06-03,246,Yes,11.0,Yes
PO100482,M0075,V024,2025-03-14,2025-05-05,385,Yes,52.0,Yes
PO100483,M0050,V041,2025-04-29,2025-06-08,418,Yes,40.0,Yes
PO100484,M0001,V043,2025-04-16,2025-04-30,93,Yes,14.0,Yes
PO100485,M0031,V016,2025-10-05,2025-10-27,432,Yes,22.0,Yes
PO100486,M0007,V010,2025-01-06,2025-01-29,239,Yes,23.0,Yes
PO100487,M0120,V049,2025-02-09,2025-03-24,205,Yes,43.0,Yes
PO100488,M0161,V049,2025-12-27,2026-01-14,48,Yes,18.0,Yes
PO100489,M0031,V034,2025-09-23,2025-11-12,433,Yes,50.0,Yes
PO100490,M0189,V027,2025-03-14,2025-04-09,245,Yes,26.0,Yes
PO100492,M0158,V015,2025-02-08,2025-03-28,317,Yes,48.0,Yes
PO100493,M0107,V009,2025-01-26,2025-03-12,413,Yes,45.0,Yes
PO100495,M0012,V028,2025-02-22,2025-03-15,128,Yes,21.0,Yes
PO100496,M0086,V027,2025-04-16,2025-05-23,344,Yes,37.0,Yes
PO100497,M0090,V027,2025-01-10,2025-02-15,282,Yes,36.0,Yes
PO100498,M0144,V030,2026-03-16,2026-04-06,17,Yes,21.0,Yes
PO100499,M0164,V034,2026-05-30,2026-07-28,71,Yes,59.0,Yes
PO100501,M0003,V044,2025-04-03,2025-04-13,325,Yes,10.0,Yes
PO100502,M0164,V024,2025-02-14,2025-03-31,282,Yes,45.0,Yes
PO100503,M0052,V002,2025-07-21,2025-08-22,305,Yes,32.0,Yes
PO100504,M0177,V029,2025-05-19,2025-07-16,451,Yes,58.0,Yes
PO100505,M0073,V010,2025-01-22,2025-02-13,7,Yes,22.0,Yes
PO100506,M0066,V050,2025-10-18,2025-10-25,314,Yes,7.0,Yes
PO100507,M0018,V001,2025-07-27,2025-08-01,305,Yes,5.0,Yes
PO100508,M0079,V046,2025-12-26,2026-01-21,103,Yes,26.0,Yes
PO100510,M0130,V034,2025-04-25,2025-05-08,193,Yes,13.0,Yes
PO100511,M0141,V005,2025-03-07,2025-04-21,241,Yes,45.0,Yes
PO100512,M0083,V006,2025-11-20,2025-12-11,62,Yes,21.0,Yes
PO100513,M0197,V022,2025-08-30,2025-09-14,17,Yes,15.0,Yes
PO100514,M0002,V021,2025-01-06,2025-02-27,171,Yes,52.0,Yes
PO100515,M0030,V026,2025-01-04,2025-02-06,25,Yes,33.0,Yes
PO100516,M0176,V050,2025-02-26,2025-04-07,251,Yes,40.0,Yes
PO100517,M0086,V011,2025-07-19,2025-09-07,253,Yes,50.0,Yes
PO100518,M0088,V028,2026-06-08,2026-07-10,387,Yes,32.0,Yes
PO100519,M0102,V004,2025-01-20,2025-03-01,207,Yes,40.0,Yes
PO100520,M0186,V026,2025-04-19,2025-04-24,29,Yes,5.0,Yes
PO100521,M0146,V049,2025-02-27,2025-03-11,117,Yes,12.0,Yes
PO100522,M0158,V003,2026-02-25,2026-03-06,491,Yes,9.0,Yes
PO100523,M0008,V043,2025-08-10,2025-09-28,416,Yes,49.0,Yes
PO100524,M0045,V042,2025-08-07,2025-08-21,282,Yes,14.0,Yes
PO100525,M0050,V010,2025-03-17,2025-04-25,380,Yes,39.0,Yes
PO100526,M0085,V037,2025-03-06,2025-03-13,144,Yes,7.0,Yes
PO100527,M0087,V004,2025-02-08,2025-04-07,25,Yes,58.0,Yes
PO100528,M0173,V041,2025-01-07,2025-02-04,310,Yes,28.0,Yes
PO100529,M0123,V046,2025-08-29,2025-10-10,156,Yes,42.0,Yes
PO100531,M0010,V043,2027-09-08,2027-09-22,120,Yes,14.0,Yes
PO100532,M0166,V034,2026-11-15,2026-12-17,312,Yes,32.0,Yes
PO100533,M0035,V019,2025-04-08,2025-05-14,321,No,,Yes
PO100534,M0124,V027,2025-06-25,2025-07-02,93,Yes,7.0,Yes
PO100535,M0040,V026,2025-12-14,2026-01-07,86,Yes,24.0,Yes
PO100536,M0161,V044,2025-08-16,2025-09-13,336,Yes,28.0,Yes
PO100537,M0118,V045,2025-02-04,2025-03-31,425,Yes,55.0,Yes
PO100538,M0138,V036,2025-03-13,2025-05-12,499,Yes,60.0,Yes
PO100539,M0086,V020,2025-01-17,2025-01-24,364,Yes,7.0,Yes
PO100540,M0119,V047,2026-01-05,2026-02-01,435,Yes,27.0,Yes
PO100541,M0106,V048,2025-04-22,2025-05-10,118,Yes,18.0,Yes
PO100542,M0191,V021,2025-02-01,2025-03-21,233,Yes,48.0,Yes
PO100543,M0015,V023,2025-05-14,2025-06-03,199,Yes,20.0,Yes
PO100544,M0134,V001,2025-04-26,2025-06-12,206,Yes,47.0,Yes
PO100546,M0145,V018,2025-01-15,2025-02-11,339,Yes,27.0,Yes
PO100547,M0186,V034,2025-05-14,2025-07-07,147,Yes,54.0,Yes
PO100548,M0174,V040,2025-03-30,2025-05-09,450,Yes,40.0,Yes
PO100549,M0081,V010,2025-06-27,2025-08-26,425,Yes,60.0,Yes
PO100550,M0143,V045,2025-03-30,2025-04-30,429,Yes,31.0,Yes
PO100551,M0138,V026,2025-08-18,2025-10-01,271,Yes,44.0,Yes
PO100552,M0005,V029,2025-04-07,2025-05-29,387,Yes,52.0,Yes
PO100553,M0054,V042,2025-04-09,2025-04-23,139,Yes,14.0,Yes
PO100554,M0148,V014,2025-09-09,2025-09-29,181,Yes,20.0,Yes
PO100555,M0176,V035,2025-03-03,2025-05-02,430,Yes,60.0,Yes
PO100556,M0085,V040,2025-01-18,2025-02-02,30,Yes,15.0,Yes
PO100558,M0017,V040,2025-06-18,2025-08-13,232,Yes,56.0,Yes
PO100559,M0039,V042,2025-04-27,2025-05-13,146,Yes,16.0,Yes
PO100560,M0072,V029,2025-05-27,2025-06-27,435,Yes,31.0,Yes
PO100561,M0008,V045,2025-01-29,2025-02-04,384,Yes,6.0,Yes
PO100562,M0087,V023,2025-01-18,2025-02-03,48,Yes,16.0,Yes
PO100565,M0137,V042,2025-04-17,2025-06-11,136,Yes,55.0,Yes
PO100566,M0043,V026,2025-03-01,2025-04-01,22,Yes,31.0,Yes
PO100567,M0147,V050,2025-03-11,2025-05-06,6,Yes,56.0,Yes
PO100568,M0156,V013,2025-10-09,2025-11-25,204,Yes,47.0,Yes
PO100569,M0100,V020,2025-02-21,2025-04-22,239,Yes,60.0,Yes
PO100570,M0048,V006,2025-03-28,2025-05-19,185,Yes,52.0,Yes
PO100571,M0153,V003,2025-07-03,2025-08-28,360,Yes,56.0,Yes
PO100572,M0030,V035,2025-03-02,2025-03-22,292,Yes,20.0,Yes
PO100573,M0193,V022,2025-04-27,2025-05-19,335,Yes,22.0,Yes
PO100574,M0079,V025,2025-08-26,2025-09-10,220,Yes,15.0,Yes
PO100575,M0181,V047,2025-12-25,2026-02-18,116,Yes,55.0,Yes
PO100576,M0081,V047,2025-01-20,2025-03-10,313,Yes,49.0,Yes
PO100577,M0182,V048,2025-11-10,2025-11-21,49,Yes,11.0,Yes
PO100578,M0009,V009,2025-03-23,2025-04-21,173,Yes,29.0,Yes
PO100579,M0070,V034,2025-02-05,2025-04-06,82,Yes,60.0,Yes
PO100580,M0106,V035,2025-03-15,2025-03-22,322,Yes,7.0,Yes
PO100581,M0023,V019,2026-04-15,2026-06-13,333,Yes,59.0,Yes
PO100582,M0128,V014,2025-03-23,2025-04-27,45,Yes,35.0,Yes
PO100583,M0061,V006,2025-02-17,2025-03-08,335,Yes,19.0,Yes
PO100584,M0096,V033,2025-05-01,2025-05-18,20,Yes,17.0,Yes
PO100585,M0116,V036,2025-02-02,2025-03-31,448,Yes,57.0,Yes
PO100586,M0078,V020,2025-01-10,2025-02-13,221,Yes,34.0,Yes
PO100587,M0056,V034,2025-01-17,2025-02-12,123,No,,Yes
PO100588,M0135,V022,2025-01-17,2025-02-10,234,Yes,24.0,Yes
PO100589,M0078,V049,2025-01-20,2025-03-18,221,Yes,57.0,Yes
PO100590,M0045,V041,2025-01-18,2025-03-14,323,Yes,55.0,Yes
PO100591,M0029,V011,2025-05-03,2025-07-02,339,Yes,60.0,Yes
PO100592,M0096,V002,2025-01-25,2025-02-13,3,Yes,19.0,Yes
PO100593,M0010,V002,2025-02-20,2025-03-11,182,Yes,19.0,Yes
PO100595,M0052,V035,2025-03-19,2025-05-05,320,Yes,47.0,Yes
PO100596,M0024,V038,2025-05-13,2025-05-30,40,Yes,17.0,Yes
PO100597,M0114,V017,2025-01-23,2025-02-22,59,Yes,30.0,Yes
PO100598,M0130,V016,2025-01-26,2025-02-21,439,Yes,26.0,Yes
PO100599,M0007,V050,2025-01-06,2025-01-28,62,Yes,22.0,Yes
PO100600,M0124,V020,2025-01-23,2025-03-24,132,Yes,60.0,Yes
PO100601,M0129,V047,2025-02-09,2025-02-18,60,Yes,9.0,Yes
PO100602,M0040,V028,2025-01-24,2025-03-19,372,Yes,54.0,Yes
PO100603,M0049,V033,2025-01-12,2025-02-03,331,Yes,22.0,Yes
PO100604,M0088,V008,2025-01-16,2025-02-12,122,Yes,27.0,Yes
PO100605,M0124,V047,2025-03-16,2025-05-01,479,Yes,46.0,Yes
PO100606,M0188,V004,2025-01-28,2025-03-06,107,Yes,37.0,Yes
PO100607,M0135,V024,2025-02-24,2025-03-26,96,Yes,30.0,Yes
PO100608,M0080,V017,2025-03-26,2025-05-13,347,Yes,48.0,Yes
PO100609,M0199,V041,2025-05-21,2025-07-18,414,Yes,58.0,Yes
PO100610,M0084,V033,2025-01-05,2025-02-13,235,Yes,39.0,Yes
PO100611,M0037,V023,2025-07-12,2025-08-07,386,Yes,26.0,Yes
PO100612,M0197,V008,2025-04-29,2025-05-05,62,Yes,6.0,Yes
PO100613,M0026,V004,2025-01-11,2025-01-23,256,Yes,12.0,Yes
PO100614,M0133,V049,2025-09-06,2025-09-27,49,Yes,21.0,Yes
PO100615,M0174,V042,2025-11-01,2025-11-17,393,Yes,16.0,Yes
PO100616,M0034,V008,2025-01-08,2025-02-19,348,Yes,42.0,Yes
PO100617,M0053,V029,2025-02-08,2025-03-01,159,Yes,21.0,Yes
PO100618,M0186,V020,2025-07-16,2025-07-23,124,Yes,7.0,Yes
PO100619,M0010,V037,2025-06-15,2025-06-26,482,Yes,11.0,Yes
PO100620,M0118,V048,2025-01-25,2025-03-09,317,Yes,43.0,Yes
PO100621,M0100,V001,2025-01-29,2025-03-02,207,Yes,32.0,Yes
PO100622,M0183,V030,2025-02-25,2025-03-24,48,Yes,27.0,Yes
PO100623,M0134,V022,2025-03-21,2025-05-11,409,Yes,51.0,Yes
PO100624,M0030,V016,2025-04-26,2025-06-20,420,Yes,55.0,Yes
PO100626,M0080,V048,2025-03-16,2025-04-17,201,Yes,32.0,Yes
PO100627,M0012,V038,2025-06-15,2025-07-28,250,Yes,43.0,Yes
PO100628,M0176,V037,2025-01-05,2025-02-11,314,Yes,37.0,Yes
PO100629,M0153,V046,2025-02-04,2025-02-16,357,Yes,12.0,Yes
PO100630,M0023,V041,2025-05-30,2025-06-28,368,Yes,29.0,Yes
PO100631,M0086,V043,2025-09-28,2025-11-08,429,Yes,41.0,Yes
PO100632,M0120,V035,2025-03-28,2025-04-14,318,Yes,17.0,Yes
PO100633,M0012,V039,2025-04-02,2025-04-23,295,Yes,21.0,Yes
PO100634,M0027,V015,2025-01-14,2025-01-21,480,Yes,7.0,Yes
PO100635,M0134,V023,2025-03-13,2025-05-02,314,Yes,50.0,Yes
PO100636,M0197,V020,2025-04-02,2025-05-04,209,Yes,32.0,Yes
PO100637,M0169,V019,2025-02-03,2025-02-08,355,Yes,5.0,Yes
PO100638,M0191,V043,2025-02-07,2025-03-17,485,Yes,38.0,Yes
PO100641,M0148,V046,2025-02-16,2025-04-05,44,Yes,48.0,Yes
PO100642,M0195,V037,2025-01-29,2025-03-21,29,Yes,51.0,Yes
PO100643,M0080,V044,2025-02-17,2025-04-10,59,Yes,52.0,Yes
PO100644,M0164,V009,2025-01-16,2025-03-09,71,Yes,52.0,Yes
PO100645,M0054,V046,2025-09-23,2025-11-09,92,Yes,47.0,Yes
PO100646,M0083,V025,2025-04-19,2025-05-06,265,Yes,17.0,Yes
PO100647,M0052,V034,2025-05-17,2025-06-14,383,Yes,28.0,Yes
PO100648,M0050,V048,2025-07-06,2025-08-07,220,Yes,32.0,Yes
PO100649,M0074,V016,2025-03-24,2025-04-02,390,Yes,9.0,Yes
PO100650,M0071,V007,2025-01-11,2025-02-27,413,Yes,47.0,Yes
PO100651,M0137,V021,2025-04-03,2025-04-29,442,Yes,26.0,Yes
PO100652,M0082,V034,2025-04-17,2025-05-31,401,Yes,44.0,Yes
PO100653,M0198,V038,2025-06-14,2025-07-09,400,Yes,25.0,Yes
PO100654,M0113,V013,2025-03-09,2025-04-25,215,Yes,47.0,Yes
PO100656,M0031,V050,2025-02-10,2025-02-22,387,Yes,12.0,Yes
PO100657,M0070,V024,2025-02-24,2025-03-26,277,No,,Yes
PO100658,M0039,V030,2025-05-05,2025-05-29,64,Yes,24.0,Yes
PO100659,M0041,V007,2025-04-12,2025-05-19,346,Yes,37.0,Yes
PO100660,M0071,V010,2025-02-22,2025-03-18,292,Yes,24.0,Yes
PO100661,M0030,V046,2026-06-01,2026-07-18,490,Yes,47.0,Yes
PO100662,M0004,V028,2025-04-22,2025-05-23,485,Yes,31.0,Yes
PO100663,M0160,V027,2025-02-02,2025-02-27,245,Yes,25.0,Yes
PO100664,M0144,V006,2025-01-13,2025-02-12,470,Yes,30.0,Yes
PO100665,M0132,V006,2025-01-20,2025-03-10,62,Yes,49.0,Yes
PO100666,M0027,V004,2025-02-03,2025-02-26,426,Yes,23.0,Yes
PO100667,M0053,V028,2025-01-22,2025-03-03,332,Yes,40.0,Yes
PO100668,M0139,V009,2025-01-25,2025-02-07,170,Yes,13.0,Yes
PO100669,M0090,V031,2025-02-10,2025-02-27,445,Yes,17.0,Yes
PO100670,M0141,V014,2025-01-23,2025-02-23,269,Yes,31.0,Yes
PO100671,M0082,V029,2025-09-30,2025-11-16,267,Yes,47.0,Yes
PO100672,M0070,V005,2025-01-11,2025-02-09,54,Yes,29.0,Yes
PO100673,M0037,V024,2025-03-31,2025-05-18,16,Yes,48.0,Yes
PO100674,M0181,V044,2025-03-05,2025-04-26,8,Yes,52.0,Yes
PO100675,M0073,V034,2026-04-30,2026-05-16,104,Yes,16.0,Yes
PO100676,M0147,V026,2025-01-15,2025-02-28,59,Yes,44.0,Yes
PO100677,M0063,V038,2025-03-02,2025-04-06,313,No,,Yes
PO100678,M0044,V036,2026-02-23,2026-03-19,40,Yes,24.0,Yes
PO100679,M0019,V034,2025-08-29,2025-09-28,237,Yes,30.0,Yes
PO100680,M0080,V050,2025-07-23,2025-09-01,443,Yes,40.0,Yes
PO100681,M0157,V026,2025-02-05,2025-04-04,386,Yes,58.0,Yes
PO100682,M0087,V017,2025-01-23,2025-01-28,94,Yes,5.0,Yes
PO100683,M0139,V038,2025-05-13,2025-06-06,222,Yes,24.0,Yes
PO100684,M0114,V032,2025-11-15,2025-12-08,204,Yes,23.0,Yes
PO100685,M0013,V041,2025-04-08,2025-04-26,138,Yes,18.0,Yes
PO100686,M0034,V028,2025-04-12,2025-05-14,300,Yes,32.0,Yes
PO100687,M0008,V029,2025-02-09,2025-04-05,395,Yes,55.0,Yes
PO100688,M0121,V045,2025-06-26,2025-08-07,207,Yes,42.0,Yes
PO100689,M0173,V032,2025-01-25,2025-03-09,336,Yes,43.0,Yes
PO100690,M0013,V047,2025-02-16,2025-04-03,81,Yes,46.0,Yes
PO100691,M0028,V027,2025-03-08,2025-04-02,218,Yes,25.0,Yes
PO100693,M0014,V011,2025-02-03,2025-03-08,178,Yes,33.0,Yes
PO100694,M0023,V010,2025-01-15,2025-02-17,396,Yes,33.0,Yes
PO100695,M0110,V033,2025-04-24,2025-06-11,371,Yes,48.0,Yes
PO100696,M0101,V009,2025-02-10,2025-02-28,346,Yes,18.0,Yes
PO100697,M0046,V032,2025-04-15,2025-05-22,279,Yes,37.0,Yes
PO100698,M0181,V046,2025-01-21,2025-02-25,146,Yes,35.0,Yes
PO100699,M0153,V030,2025-03-20,2025-05-14,318,Yes,55.0,Yes
PO100700,M0152,V009,2025-04-02,2025-05-27,224,Yes,55.0,Yes
PO100701,M0162,V046,2025-01-07,2025-02-28,369,Yes,52.0,Yes
PO100702,M0177,V033,2025-02-19,2025-03-06,384,Yes,15.0,Yes
PO100703,M0180,V034,2025-01-18,2025-03-06,62,Yes,47.0,Yes
PO100704,M0115,V008,2025-01-08,2025-01-18,294,Yes,10.0,Yes
PO100705,M0158,V045,2026-07-07,2026-07-30,239,Yes,23.0,Yes
PO100706,M0092,V014,2025-02-16,2025-03-25,195,Yes,37.0,Yes
PO100707,M0080,V030,2025-07-19,2025-09-04,166,Yes,47.0,Yes
PO100708,M0086,V031,2025-02-05,2025-03-22,451,Yes,45.0,Yes
PO100709,M0051,V003,2025-05-18,2025-07-01,222,Yes,44.0,Yes
PO100710,M0183,V048,2025-06-21,2025-07-17,61,Yes,26.0,Yes
PO100711,M0195,V011,2025-04-19,2025-04-29,129,Yes,10.0,Yes
PO100712,M0172,V036,2025-03-18,2025-05-14,478,Yes,57.0,Yes
PO100713,M0137,V024,2025-03-05,2025-04-27,173,Yes,53.0,Yes
PO100714,M0021,V008,2025-02-21,2025-03-13,480,Yes,20.0,Yes
PO100715,M0194,V039,2025-11-15,2026-01-02,156,Yes,48.0,Yes
PO100716,M0196,V027,2025-08-02,2025-08-26,405,Yes,24.0,Yes
PO100717,M0120,V008,2026-02-07,2026-02-26,378,Yes,19.0,Yes
PO100718,M0146,V008,2025-01-16,2025-03-13,110,Yes,56.0,Yes
PO100719,M0034,V024,2025-06-07,2025-06-24,269,Yes,17.0,Yes
PO100720,M0024,V037,2025-12-01,2025-12-15,411,Yes,14.0,Yes
PO100721,M0179,V019,2025-01-24,2025-01-30,356,Yes,6.0,Yes
PO100722,M0120,V003,2025-01-09,2025-01-16,391,Yes,7.0,Yes
PO100723,M0025,V034,2025-06-12,2025-07-02,278,Yes,20.0,Yes
PO100724,M0117,V010,2025-04-13,2025-05-18,74,Yes,35.0,Yes
PO100725,M0080,V008,2025-08-10,2025-09-23,487,Yes,44.0,Yes
PO100726,M0176,V024,2025-01-19,2025-03-19,437,Yes,59.0,Yes
PO100727,M0165,V020,2025-07-10,2025-09-02,463,Yes,54.0,Yes
PO100728,M0182,V024,2025-01-28,2025-02-06,207,Yes,9.0,Yes
PO100729,M0197,V020,2025-01-22,2025-02-25,388,Yes,34.0,Yes
PO100730,M0120,V019,2025-01-22,2025-02-22,480,Yes,31.0,Yes
PO100731,M0121,V032,2025-07-22,2025-09-05,279,Yes,45.0,Yes
PO100732,M0060,V002,2025-05-12,2025-06-22,375,Yes,41.0,Yes
PO100734,M0037,V010,2025-02-23,2025-04-14,472,Yes,50.0,Yes
PO100735,M0158,V010,2025-09-09,2025-10-28,340,Yes,49.0,Yes
PO100737,M0094,V038,2025-07-23,2025-08-28,340,Yes,36.0,Yes
PO100738,M0101,V027,2025-03-11,2025-04-10,204,Yes,30.0,Yes
PO100739,M0047,V004,2025-02-26,2025-03-18,161,Yes,20.0,Yes
PO100740,M0180,V020,2025-03-16,2025-03-30,28,Yes,14.0,Yes
