shipment_id,po_id,actual_delivery_date,shipment_quantity,carrier,is_shipments_qty_given
S501105,PO101556,2025-06-14,390.0,Sea,Yes
S501106,PO100091,2025-07-26,275.0,Sea,Yes
S501107,PO100126,2025-10-04,187.0,Local,Yes
S501108,PO100079,2025-02-06,243.0,Rail,Yes
S501109,PO101847,2025-02-26,264.0,Rail,Yes
S501110,PO100982,2025-03-24,10.0,FedEx,Yes
S501111,PO100915,2025-04-01,166.0,Local,Yes
S501112,PO102533,2025-02-01,29.0,Rail,Yes
S501113,PO100693,2025-03-10,271.0,Sea,Yes
S501114,PO100024,2025-04-26,87.0,UPS,Yes
S501115,PO100155,2025-02-24,23.0,UPS,Yes
S501116,PO102679,2025-05-02,210.0,Local,Yes
S501117,PO101812,2025-04-04,46.0,FedEx,Yes
S501118,PO101553,2025-11-09,28.0,FedEx,Yes
S501119,PO101966,2025-03-21,26.0,Rail,Yes
S501120,PO101733,2025-04-22,266.0,Local,Yes
S501121,PO101080,2025-08-18,175.0,UPS,Yes
S501122,PO101628,2025-02-28,4.0,Sea,Yes
S501123,PO100018,2025-03-21,311.0,Rail,Yes
S501124,PO101407,2025-04-26,322.0,Sea,Yes
S501125,PO101216,2025-02-13,67.0,Rail,Yes
S501126,PO102284,2025-02-08,135.0,DHL,Yes
S501127,PO101410,2025-03-20,55.0,Sea,Yes
S501128,PO100276,2025-08-29,31.0,Local,Yes
S501129,PO100744,2025-04-07,74.0,Sea,Yes
S501130,PO100551,2025-10-13,19.0,Sea,Yes
S501131,PO101176,2025-09-12,156.0,Rail,Yes
S501132,PO100638,2025-03-18,337.0,UPS,Yes
S501133,PO100236,2025-04-09,156.0,DHL,Yes
S501134,PO100997,2025-02-25,147.0,Sea,Yes
S501135,PO102102,2025-02-26,87.0,UPS,Yes
S501136,PO102003,2025-03-18,20.0,FedEx,Yes
S501137,PO101459,2025-06-19,269.0,DHL,Yes
S501138,PO102731,2025-05-28,333.0,DHL,Yes
S501139,PO102156,2025-02-17,43.0,Rail,Yes
S501140,PO101207,2025-04-07,395.0,Sea,Yes
S501141,PO101391,2025-02-10,399.0,FedEx,Yes
S501142,PO102006,2025-04-11,306.0,Rail,Yes
S501143,PO101221,2025-03-20,28.0,Local,Yes
S501144,PO101394,2025-04-02,260.0,UPS,Yes
S501145,PO100372,2025-03-14,22.0,UPS,Yes
S501146,PO101520,2025-02-20,375.0,Rail,Yes
S501147,PO102248,2025-06-05,101.0,UPS,Yes
S501148,PO100848,2025-05-06,39.0,Sea,Yes
S501149,PO102556,2025-04-30,290.0,UPS,Yes
S501150,PO101345,2025-03-27,353.0,Sea,Yes
S501151,PO102322,2025-06-05,300.0,Local,Yes
S501152,PO102258,2025-02-28,170.0,FedEx,Yes
S501153,PO100503,2025-08-27,296.0,DHL,Yes
S501154,PO100702,2025-03-18,353.0,Rail,Yes
S501155,PO102089,2025-05-04,396.0,Rail,Yes
S501156,PO100314,2025-09-03,130.0,Sea,Yes
S501157,PO102835,2026-01-09,156.0,Local,Yes
S501158,PO102376,2025-04-07,74.0,Local,Yes
S501159,PO101040,2025-05-01,342.0,DHL,Yes
S501160,PO100282,2025-05-04,90.0,FedEx,Yes
S501161,PO102990,2025-02-21,67.0,Rail,Yes
S501162,PO100257,2025-08-02,236.0,Sea,Yes
S501163,PO100574,2025-09-22,200.0,Local,Yes
S501164,PO100573,2025-06-01,332.0,Rail,Yes
S501165,PO102659,2025-06-23,227.0,Sea,Yes
S501166,PO101042,2025-02-19,348.0,UPS,Yes
S501167,PO101552,2025-10-09,233.0,Rail,Yes
S501168,PO102884,2025-03-01,0.0,FedEx,No
S501169,PO100422,2025-02-08,86.0,Sea,Yes
S501170,PO101489,2025-05-12,102.0,FedEx,Yes
S501171,PO101396,2025-05-15,214.0,Rail,Yes
S501172,PO100757,2025-05-17,108.0,UPS,Yes
S501173,PO102810,2025-02-26,165.0,FedEx,Yes
S501174,PO101104,2026-11-23,91.0,Local,Yes
S501175,PO101574,2025-02-24,192.0,Sea,Yes
S501176,PO102471,2026-04-02,335.0,Rail,Yes
S501177,PO100428,2025-04-05,86.0,UPS,Yes
S501178,PO102021,2025-04-23,222.0,Local,Yes
S501179,PO100203,2025-11-25,363.0,Rail,Yes
S501180,PO102243,2026-11-23,101.0,UPS,Yes
S501181,PO102775,2025-04-07,226.0,Local,Yes
S501182,PO102332,2025-06-17,364.0,FedEx,Yes
S501183,PO101992,2025-06-12,60.0,Rail,Yes
S501184,PO102243,2026-11-15,250.0,Rail,Yes
S501185,PO100306,2025-05-27,48.0,FedEx,Yes
S501186,PO101687,2025-05-31,117.0,DHL,Yes
S501187,PO100013,2025-02-04,227.0,Local,Yes
S501188,PO101860,2025-07-22,362.0,FedEx,Yes
S501189,PO101961,2025-04-07,33.0,Rail,Yes
S501190,PO101080,2025-09-01,44.0,Local,Yes
S501191,PO100722,2025-01-26,165.0,Local,Yes
S501192,PO100779,2025-06-18,368.0,DHL,Yes
S501193,PO101233,2025-01-26,345.0,Rail,Yes
S501194,PO100528,2025-02-01,292.0,UPS,Yes
S501195,PO100797,2025-05-02,337.0,DHL,Yes
S501196,PO100343,2025-03-14,344.0,DHL,Yes
S501197,PO101302,2025-02-03,386.0,UPS,Yes
S501198,PO100208,2025-03-09,287.0,UPS,Yes
S501199,PO100640,2025-02-23,364.0,DHL,Yes
S501200,PO101311,2025-12-05,225.0,Local,Yes
S501201,PO102299,2025-02-25,286.0,FedEx,Yes
S501202,PO102318,2025-04-05,204.0,FedEx,Yes
S501203,PO101947,2025-02-13,172.0,DHL,Yes
S501204,PO100919,2025-03-21,12.0,Local,Yes
S501205,PO101723,2025-02-28,307.0,UPS,Yes
S501206,PO102044,2025-09-27,121.0,Sea,Yes
S501207,PO100418,2025-07-11,0.0,DHL,No
S501208,PO101749,2025-02-04,152.0,Rail,Yes
S501209,PO102842,2025-11-25,152.0,Local,Yes
S501210,PO101388,2026-04-27,188.0,Rail,Yes
S501211,PO101099,2025-03-31,395.0,Rail,Yes
S501212,PO102772,2025-09-16,13.0,DHL,Yes
S501213,PO102480,2025-02-17,91.0,Local,Yes
S501214,PO102156,2025-02-22,200.0,Rail,Yes
S501215,PO102688,2025-04-25,74.0,Local,Yes
S501216,PO101545,2025-05-11,256.0,FedEx,Yes
S501217,PO101070,2025-03-26,276.0,Sea,Yes
S501218,PO102426,2025-02-13,0.0,Rail,No
S501219,PO101850,2025-03-22,329.0,Rail,Yes
S501220,PO101119,2025-02-25,71.0,Local,Yes
S501221,PO100957,2025-03-11,78.0,Sea,Yes
S501222,PO100102,2025-02-23,284.0,FedEx,Yes
S501223,PO102939,2025-03-13,130.0,Rail,Yes
S501224,PO102901,2025-07-15,377.0,DHL,Yes
S501225,PO101169,2025-05-17,43.0,Local,Yes
S501226,PO101903,2025-02-08,8.0,Local,Yes
S501227,PO101755,2025-07-26,13.0,Rail,Yes
S501228,PO102577,2025-06-27,213.0,FedEx,Yes
S501229,PO100678,2026-04-05,111.0,Rail,Yes
S501230,PO101968,2025-04-19,291.0,UPS,Yes
S501231,PO100988,2025-03-07,23.0,Rail,Yes
S501232,PO101105,2025-03-12,302.0,Sea,Yes
S501233,PO102475,2025-09-16,254.0,Sea,Yes
S501234,PO101607,2025-09-09,15.0,UPS,Yes
S501235,PO102869,2025-04-09,130.0,Sea,Yes
S501236,PO101502,2025-03-08,61.0,Sea,Yes
S501237,PO101789,2025-05-09,115.0,DHL,Yes
S501238,PO101185,2025-12-09,0.0,Local,No
S501239,PO100931,2025-10-17,308.0,Sea,Yes
S501240,PO101425,2026-03-16,325.0,Local,Yes
S501241,PO101061,2026-06-07,67.0,FedEx,Yes
S501242,PO101978,2025-05-14,249.0,Rail,Yes
S501243,PO102558,2025-01-22,175.0,DHL,Yes
S501244,PO102440,2025-05-07,339.0,UPS,Yes
S501245,PO102042,2025-05-31,2.0,FedEx,Yes
S501246,PO102760,2025-02-16,172.0,DHL,Yes
S501247,PO102541,2025-09-07,334.0,DHL,Yes
S501248,PO101278,2025-02-14,284.0,UPS,Yes
S501249,PO101202,2025-02-27,54.0,UPS,Yes
S501250,PO102594,2025-03-22,67.0,Local,Yes
S501251,PO100593,2025-03-09,102.0,Rail,Yes
S501252,PO102436,2025-04-01,120.0,FedEx,Yes
S501253,PO101421,2025-05-15,191.0,Rail,Yes
S501254,PO102205,2025-12-10,304.0,FedEx,Yes
S501255,PO101027,2025-09-14,47.0,DHL,Yes
S501256,PO102214,2025-07-27,222.0,Sea,Yes
S501257,PO100959,2025-06-29,21.0,Sea,Yes
S501258,PO102456,2025-05-09,0.0,UPS,No
S501259,PO102241,2025-01-20,348.0,UPS,Yes
S501260,PO102282,2025-05-18,159.0,DHL,Yes
S501261,PO102765,2026-01-26,377.0,DHL,Yes
S501262,PO101173,2025-03-13,372.0,FedEx,Yes
S501263,PO100815,2025-04-30,235.0,DHL,Yes
S501264,PO100403,2025-08-26,150.0,FedEx,Yes
S501265,PO100892,2025-10-12,257.0,Rail,Yes
S501266,PO102725,2025-02-28,165.0,UPS,Yes
S501267,PO100067,2025-08-06,77.0,UPS,Yes
S501268,PO100087,2025-05-26,85.0,Sea,Yes
S501269,PO102264,2025-06-28,46.0,Sea,Yes
S501270,PO102048,2025-04-22,393.0,UPS,Yes
S501271,PO101158,2025-10-16,47.0,Rail,Yes
S501272,PO101720,2025-02-15,213.0,Rail,Yes
S501273,PO101374,2025-03-04,59.0,Local,Yes
S501274,PO102187,2025-07-28,54.0,FedEx,Yes
S501275,PO102665,2025-03-24,342.0,Sea,Yes
S501276,PO102180,2025-04-06,12.0,FedEx,Yes
S501277,PO101643,2025-06-18,192.0,Sea,Yes
S501278,PO100177,2025-04-07,6.0,Local,Yes
S501279,PO102857,2025-02-20,309.0,UPS,Yes
S501280,PO101381,2025-04-12,144.0,FedEx,Yes
S501281,PO102427,2026-02-05,346.0,Sea,Yes
S501282,PO100907,2025-03-19,261.0,FedEx,Yes
S501283,PO102705,2025-09-21,73.0,UPS,Yes
S501284,PO102497,2025-11-01,174.0,DHL,Yes
S501285,PO100585,2025-04-10,232.0,Sea,Yes
S501286,PO102510,2025-03-08,270.0,DHL,Yes
S501287,PO100989,2025-09-13,0.0,Local,No
S501288,PO101131,2025-05-23,222.0,Rail,Yes
S501289,PO102169,2025-04-01,52.0,FedEx,Yes
S501290,PO102064,2025-01-16,116.0,Sea,Yes
S501291,PO101219,2025-04-10,26.0,FedEx,Yes
S501292,PO102374,2025-07-08,53.0,Local,Yes
S501293,PO100317,2025-04-10,365.0,Local,Yes
S501294,PO102856,2025-03-27,29.0,FedEx,Yes
S501295,PO101502,2025-02-28,19.0,Sea,Yes
S501296,PO102034,2025-06-25,303.0,UPS,Yes
S501297,PO102042,2025-05-14,392.0,UPS,Yes
S501298,PO100502,2025-03-31,279.0,Rail,Yes
S501299,PO102022,2026-01-18,117.0,FedEx,Yes
S501300,PO100118,2025-10-27,106.0,FedEx,Yes
S501301,PO100709,2025-07-02,309.0,Sea,Yes
S501302,PO100044,2025-03-01,227.0,FedEx,Yes
S501303,PO100313,2026-03-04,352.0,Sea,Yes
S501304,PO100417,2025-05-16,186.0,FedEx,Yes
S501305,PO102603,2025-04-03,261.0,Local,Yes
S501306,PO101101,2026-04-11,16.0,DHL,Yes
S501307,PO100325,2025-07-15,0.0,FedEx,No
S501308,PO101439,2025-06-28,160.0,DHL,Yes
S501309,PO101986,2025-07-22,358.0,UPS,Yes
S501310,PO102562,2025-01-30,0.0,Rail,No
S501311,PO102261,2025-05-31,224.0,UPS,Yes
S501312,PO100073,2025-09-04,256.0,FedEx,Yes
S501313,PO101602,2025-02-14,180.0,Sea,Yes
S501314,PO100508,2026-02-04,20.0,UPS,Yes
S501315,PO102379,2025-08-15,112.0,Local,Yes
S501316,PO100687,2025-04-17,120.0,DHL,Yes
S501317,PO100656,2025-02-18,194.0,Sea,Yes
S501318,PO101542,2025-06-08,111.0,Sea,Yes
S501319,PO101292,2025-05-23,210.0,FedEx,Yes
S501320,PO101399,2025-06-21,1.0,Local,Yes
S501321,PO102647,2025-05-01,58.0,DHL,Yes
S501322,PO101552,2025-09-14,93.0,Local,Yes
S501323,PO101075,2025-04-20,221.0,UPS,Yes
S501324,PO100324,2026-01-10,211.0,FedEx,Yes
S501325,PO100991,2025-06-21,232.0,Sea,Yes
S501326,PO101993,2025-02-22,262.0,Sea,Yes
S501327,PO100716,2025-09-02,364.0,UPS,Yes
S501328,PO102770,2025-02-16,103.0,Sea,Yes
S501329,PO100276,2025-08-16,0.0,Rail,No
S501330,PO102583,2025-04-14,374.0,FedEx,Yes
S501331,PO100151,2025-03-19,110.0,UPS,Yes
S501332,PO100954,2025-05-01,88.0,FedEx,Yes
S501333,PO101506,2025-06-13,20.0,DHL,Yes
S501334,PO100258,2025-05-28,14.0,FedEx,Yes
S501335,PO102371,2025-09-23,133.0,FedEx,Yes
S501336,PO100868,2025-09-09,296.0,DHL,Yes
S501337,PO101191,2025-06-16,34.0,UPS,Yes
S501338,PO100687,2025-04-19,380.0,FedEx,Yes
S501339,PO100309,2025-02-28,0.0,Local,No
S501340,PO102850,2025-06-24,301.0,FedEx,Yes
S501341,PO101502,2025-03-09,199.0,UPS,Yes
S501342,PO102667,2025-06-25,80.0,Sea,Yes
S501343,PO100472,2025-05-07,71.0,DHL,Yes
S501344,PO102508,2025-08-18,155.0,Sea,Yes
S501345,PO100813,2025-12-01,78.0,UPS,Yes
S501346,PO100845,2025-04-13,78.0,Rail,Yes
S501347,PO101164,2025-03-08,172.0,Sea,Yes
S501348,PO100666,2025-03-04,289.0,FedEx,Yes
S501349,PO102309,2025-03-23,33.0,FedEx,Yes
S501350,PO101808,2025-02-19,300.0,DHL,Yes
S501351,PO101443,2025-04-19,276.0,FedEx,Yes
S501352,PO101767,2025-05-20,367.0,Local,Yes
S501353,PO101264,2025-01-27,7.0,Local,Yes
S501354,PO100354,2025-01-14,0.0,Sea,No
S501355,PO101872,2025-05-14,240.0,UPS,Yes
S501356,PO102024,2025-03-28,24.0,DHL,Yes
S501357,PO102817,2025-02-22,214.0,Rail,Yes
S501358,PO100179,2025-03-14,70.0,Sea,Yes
S501359,PO100065,2025-04-28,368.0,UPS,Yes
S501360,PO100819,2025-03-12,216.0,DHL,Yes
S501361,PO101371,2025-02-19,104.0,DHL,Yes
S501362,PO100170,2025-07-18,215.0,Sea,Yes
S501363,PO102521,2025-01-25,54.0,UPS,Yes
S501364,PO102581,2025-11-06,294.0,UPS,Yes
S501365,PO101390,2025-03-30,330.0,FedEx,Yes
S501366,PO101130,2025-06-19,336.0,Rail,Yes
S501367,PO102486,2025-04-02,203.0,Local,Yes
S501368,PO100834,2025-05-10,288.0,FedEx,Yes
S501369,PO100226,2026-04-23,45.0,DHL,Yes
S501370,PO100441,2026-07-06,317.0,Rail,Yes
S501371,PO102443,2025-08-30,198.0,Rail,Yes
S501372,PO100727,2025-09-13,216.0,UPS,Yes
S501373,PO101604,2025-03-06,309.0,Rail,Yes
S501374,PO102131,2025-02-14,384.0,Sea,Yes
S501375,PO101036,2025-03-27,332.0,Rail,Yes
S501376,PO101832,2025-05-19,184.0,DHL,Yes
S501377,PO101848,2025-12-01,27.0,Sea,Yes
S501378,PO102740,2025-04-19,166.0,Sea,Yes
S501379,PO100492,2025-04-11,318.0,FedEx,Yes
S501380,PO101548,2025-05-06,274.0,Rail,Yes
S501381,PO101143,2025-05-25,383.0,UPS,Yes
S501382,PO100969,2025-05-15,365.0,FedEx,Yes
S501383,PO102400,2025-03-15,103.0,UPS,Yes
S501384,PO102087,2025-06-19,333.0,Rail,Yes
S501385,PO100639,2025-05-13,373.0,FedEx,Yes
S501386,PO100172,2025-05-05,104.0,Rail,Yes
S501387,PO101570,2025-05-02,245.0,DHL,Yes
S501388,PO100258,2025-06-16,305.0,FedEx,Yes
S501389,PO100516,2025-04-19,169.0,UPS,Yes
S501390,PO102777,2025-03-14,116.0,DHL,Yes
S501391,PO100522,2026-03-11,141.0,Local,Yes
S501392,PO101917,2025-06-11,356.0,UPS,Yes
S501393,PO102886,2025-04-26,125.0,Rail,Yes
S501394,PO102164,2025-04-28,25.0,UPS,Yes
S501395,PO102231,2025-02-23,194.0,Local,Yes
S501396,PO101929,2025-01-31,384.0,UPS,Yes
S501397,PO101139,2025-05-05,100.0,DHL,Yes
S501398,PO102209,2025-12-31,5.0,Sea,Yes
S501399,PO102590,2025-09-01,19.0,UPS,Yes
S501400,PO100838,2025-05-08,170.0,FedEx,Yes
S501401,PO101089,2025-03-04,274.0,Local,Yes
S501402,PO101093,2025-05-16,254.0,UPS,Yes
S501403,PO102494,2025-05-07,121.0,Local,Yes
S501404,PO102463,2025-05-25,32.0,Sea,Yes
S501405,PO102579,2025-07-21,149.0,DHL,Yes
S501406,PO102488,2025-06-05,266.0,FedEx,Yes
S501407,PO102785,2025-03-31,37.0,Rail,Yes
S501408,PO101969,2025-03-02,177.0,UPS,Yes
S501409,PO102511,2025-10-18,342.0,DHL,Yes
S501410,PO102443,2025-08-28,13.0,Local,Yes
S501411,PO102758,2025-06-29,183.0,Sea,Yes
S501412,PO101574,2025-02-26,0.0,Local,No
S501413,PO101580,2025-03-11,265.0,Sea,Yes
S501414,PO102442,2025-08-24,88.0,Sea,Yes
S501415,PO102373,2025-04-23,46.0,DHL,Yes
S501416,PO101114,2025-05-25,392.0,UPS,Yes
S501417,PO100749,2025-06-12,119.0,Rail,Yes
S501418,PO101093,2025-06-06,19.0,UPS,Yes
S501419,PO101189,2025-06-27,220.0,FedEx,Yes
S501420,PO102689,2025-04-13,233.0,UPS,Yes
S501421,PO102261,2025-05-27,94.0,Sea,Yes
S501422,PO101875,2025-05-30,251.0,Sea,Yes
S501423,PO101787,2025-05-26,250.0,FedEx,Yes
S501424,PO102416,2025-03-21,282.0,Local,Yes
S501425,PO101607,2025-08-28,232.0,Sea,Yes
S501426,PO100048,2025-05-05,46.0,FedEx,Yes
S501427,PO101075,2025-04-14,374.0,Sea,Yes
S501428,PO101312,2025-05-15,46.0,Rail,Yes
S501429,PO101649,2025-08-03,14.0,Sea,Yes
S501430,PO102180,2025-04-18,85.0,DHL,Yes
S501431,PO102833,2025-02-18,319.0,FedEx,Yes
S501432,PO101189,2025-06-19,328.0,UPS,Yes
S501433,PO101397,2025-04-19,3.0,FedEx,Yes
S501434,PO102420,2025-03-07,28.0,Local,Yes
S501435,PO101828,2025-08-16,381.0,Sea,Yes
S501436,PO100478,2026-03-16,157.0,FedEx,Yes
S501437,PO100831,2025-03-27,343.0,Rail,Yes
S501438,PO102697,2025-03-01,333.0,FedEx,Yes
S501439,PO101614,2025-04-23,332.0,Rail,Yes
S501440,PO100681,2025-03-30,175.0,Sea,Yes
S501441,PO102735,2025-07-26,114.0,UPS,Yes
S501442,PO101323,2025-03-06,389.0,Sea,Yes
S501443,PO100081,2025-05-26,331.0,Local,Yes
S501444,PO100086,2025-06-29,250.0,DHL,Yes
S501445,PO102272,2025-05-13,59.0,UPS,Yes
S501446,PO102063,2025-04-10,203.0,UPS,Yes
S501447,PO100821,2025-02-11,315.0,DHL,Yes
S501448,PO100162,2025-07-04,239.0,FedEx,Yes
S501449,PO102561,2025-06-14,234.0,Sea,Yes
S501450,PO102397,2025-03-24,303.0,FedEx,Yes
S501451,PO101932,2025-06-27,95.0,FedEx,Yes
S501452,PO102728,2025-03-28,141.0,Sea,Yes
S501453,PO101850,2025-04-02,334.0,Local,Yes
S501454,PO101860,2025-07-29,113.0,UPS,Yes
S501455,PO101115,2025-05-07,109.0,Rail,Yes
S501456,PO102228,2025-03-30,362.0,DHL,Yes
S501457,PO102790,2025-07-18,345.0,UPS,Yes
S501458,PO102707,2025-03-08,289.0,FedEx,Yes
S501459,PO101882,2025-07-01,97.0,DHL,Yes
S501460,PO102540,2025-05-22,335.0,Rail,Yes
S501461,PO100922,2025-10-14,16.0,UPS,Yes
S501462,PO102175,2025-09-02,44.0,UPS,Yes
S501463,PO101449,2025-07-11,376.0,Local,Yes
S501464,PO101582,2025-05-25,230.0,UPS,Yes
S501465,PO100564,2025-03-31,390.0,UPS,Yes
S501466,PO102597,2025-05-19,108.0,Rail,Yes
S501467,PO102500,2025-09-11,217.0,Rail,Yes
S501468,PO100470,2025-02-14,399.0,DHL,Yes
S501469,PO100987,2025-04-29,260.0,FedEx,Yes
S501470,PO102785,2025-03-08,312.0,Rail,Yes
S501471,PO101934,2025-07-20,320.0,DHL,Yes
S501472,PO100223,2025-03-28,196.0,UPS,Yes
S501473,PO102201,2025-01-21,95.0,DHL,Yes
S501474,PO102607,2025-04-10,56.0,DHL,Yes
S501475,PO100350,2025-04-09,32.0,DHL,Yes
S501476,PO101928,2025-06-21,231.0,Sea,Yes
S501477,PO100348,2025-04-13,372.0,DHL,Yes
S501478,PO100181,2025-03-16,9.0,Rail,Yes
S501479,PO100636,2025-04-30,191.0,Sea,Yes
S501480,PO101017,2025-05-30,361.0,FedEx,Yes
S501481,PO102226,2025-04-20,200.0,DHL,Yes
S501482,PO100771,2025-10-03,334.0,Local,Yes
S501483,PO102941,2025-06-03,161.0,UPS,Yes
S501484,PO101015,2025-11-29,87.0,UPS,Yes
S501485,PO102111,2025-03-01,21.0,Sea,Yes
S501486,PO100028,2025-06-17,311.0,UPS,Yes
S501487,PO102419,2025-05-07,76.0,UPS,Yes
S501488,PO102144,2025-04-23,386.0,Sea,Yes
S501489,PO101893,2025-03-17,141.0,UPS,Yes
S501490,PO101465,2025-01-16,126.0,DHL,Yes
S501491,PO101226,2025-03-15,251.0,FedEx,Yes
S501492,PO102068,2025-02-05,388.0,Sea,Yes
S501493,PO102782,2026-06-24,84.0,Local,Yes
S501494,PO101125,2025-04-20,371.0,Sea,Yes
S501495,PO100065,2025-04-16,48.0,Rail,Yes
S501496,PO102650,2025-03-30,379.0,Local,Yes
S501497,PO101134,2025-06-15,78.0,Rail,Yes
S501498,PO100337,2025-06-24,30.0,Sea,Yes
S501499,PO102170,2025-07-20,285.0,Rail,Yes
S501500,PO101728,2025-05-02,136.0,Local,Yes
S501501,PO100446,2026-07-11,140.0,DHL,Yes
S501502,PO102658,2025-03-25,41.0,Sea,Yes
S501503,PO102718,2025-10-16,282.0,Sea,Yes
S501504,PO102662,2025-03-15,50.0,UPS,Yes
S501505,PO102944,2025-08-24,258.0,Sea,Yes
S501506,PO100280,2025-09-22,311.0,Sea,Yes
S501507,PO100595,2025-05-01,360.0,DHL,Yes
S501508,PO101986,2025-07-10,270.0,UPS,Yes
S501509,PO102750,2025-03-14,134.0,FedEx,Yes
S501510,PO101074,2026-07-26,234.0,Rail,Yes
S501511,PO100209,2025-03-06,128.0,Local,Yes
S501512,PO100125,2025-03-19,104.0,FedEx,Yes
S501513,PO100491,2025-05-10,254.0,UPS,Yes
S501514,PO100969,2025-05-01,95.0,DHL,Yes
S501515,PO100580,2025-04-07,337.0,Local,Yes
S501516,PO102824,2025-04-05,217.0,Rail,Yes
S501517,PO102305,2025-03-08,61.0,Sea,Yes
S501518,PO101211,2025-05-09,268.0,Sea,Yes
S501519,PO100229,2025-05-26,241.0,FedEx,Yes
S501520,PO100188,2025-05-31,13.0,Rail,Yes
S501521,PO102057,2025-05-05,147.0,UPS,Yes
S501522,PO102723,2025-04-04,240.0,Rail,Yes
S501523,PO100501,2025-04-12,89.0,DHL,Yes
S501524,PO102132,2025-04-20,95.0,FedEx,Yes
S501525,PO100048,2025-05-15,315.0,FedEx,Yes
S501526,PO102885,2025-12-19,293.0,DHL,Yes
S501527,PO100688,2025-08-21,25.0,Rail,Yes
S501528,PO100386,2025-03-20,272.0,DHL,Yes
S501529,PO100969,2025-05-02,166.0,Local,Yes
S501530,PO101005,2025-06-21,250.0,DHL,Yes
S501531,PO102265,2025-07-14,87.0,Rail,Yes
S501532,PO101724,2025-07-26,142.0,DHL,Yes
S501533,PO102004,2025-03-28,134.0,UPS,Yes
S501534,PO102302,2025-05-16,279.0,Sea,Yes
S501535,PO102283,2025-03-01,126.0,DHL,Yes
S501536,PO101607,2025-08-28,316.0,Sea,Yes
S501537,PO101789,2025-05-16,0.0,DHL,No
S501538,PO100270,2025-08-25,141.0,Rail,Yes
S501539,PO100122,2025-02-26,356.0,Local,Yes
S501540,PO102703,2025-01-23,103.0,Local,Yes
S501541,PO101280,2025-07-05,226.0,Sea,Yes
S501542,PO101444,2025-10-13,390.0,Rail,Yes
S501543,PO100258,2025-06-08,63.0,Rail,Yes
S501544,PO100947,2025-11-22,294.0,Rail,Yes
S501545,PO102094,2025-03-19,384.0,UPS,Yes
S501546,PO100862,2025-05-29,306.0,FedEx,Yes
S501547,PO100524,2025-08-22,254.0,DHL,Yes
S501548,PO100887,2025-03-18,180.0,Rail,Yes
S501549,PO100207,2025-06-14,0.0,Rail,No
S501550,PO102794,2025-03-28,264.0,Rail,Yes
S501551,PO100148,2025-02-11,189.0,Local,Yes
S501552,PO100437,2025-08-04,8.0,Rail,Yes
S501553,PO102202,2025-05-05,104.0,DHL,Yes
S501554,PO101721,2025-03-08,225.0,Rail,Yes
S501555,PO100357,2025-06-21,34.0,DHL,Yes
S501556,PO101240,2025-10-19,236.0,UPS,Yes
S501557,PO101930,2025-06-02,228.0,FedEx,Yes
S501558,PO100455,2025-04-24,188.0,Local,Yes
S501559,PO102823,2025-04-01,313.0,DHL,Yes
S501560,PO101632,2025-05-21,22.0,Sea,Yes
S501561,PO100628,2025-02-27,343.0,UPS,Yes
S501562,PO102879,2025-03-13,40.0,FedEx,Yes
S501563,PO100485,2025-10-29,173.0,FedEx,Yes
S501564,PO102580,2025-02-28,179.0,FedEx,Yes
S501565,PO100199,2025-08-06,86.0,DHL,Yes
S501566,PO100370,2025-02-09,133.0,UPS,Yes
S501567,PO101013,2025-01-23,351.0,Rail,Yes
S501568,PO101982,2025-05-03,13.0,Sea,Yes
S501569,PO102900,2025-03-09,28.0,UPS,Yes
S501570,PO101471,2025-07-25,84.0,UPS,Yes
S501571,PO100247,2026-03-22,318.0,UPS,Yes
S501572,PO100787,2025-03-23,349.0,DHL,Yes
S501573,PO102311,2025-11-11,343.0,Sea,Yes
S501574,PO102078,2026-07-19,280.0,DHL,Yes
S501575,PO101521,2025-12-20,354.0,Sea,Yes
S501576,PO101272,2025-07-25,263.0,Sea,Yes
S501577,PO100604,2025-02-15,166.0,DHL,Yes
S501578,PO101689,2025-08-06,0.0,Sea,No
S501579,PO101417,2025-03-09,68.0,UPS,Yes
S501580,PO101820,2025-03-17,226.0,DHL,Yes
S501581,PO100501,2025-04-20,170.0,Sea,Yes
S501582,PO102933,2025-05-25,86.0,FedEx,Yes
S501583,PO100548,2025-05-21,133.0,DHL,Yes
S501584,PO101365,2025-03-20,178.0,Local,Yes
S501585,PO100838,2025-05-16,343.0,DHL,Yes
S501586,PO101430,2025-05-07,252.0,DHL,Yes
S501587,PO101448,2025-12-31,15.0,DHL,Yes
S501588,PO100847,2027-01-13,223.0,Sea,Yes
S501589,PO100613,2025-02-11,379.0,DHL,Yes
S501590,PO100411,2026-02-10,201.0,Local,Yes
S501591,PO102479,2025-08-24,107.0,Rail,Yes
S501592,PO100677,2025-05-02,250.0,DHL,Yes
S501593,PO100158,2025-03-07,89.0,FedEx,Yes
S501594,PO102061,2025-05-02,125.0,Local,Yes
S501595,PO100372,2025-03-18,113.0,Rail,Yes
S501596,PO102272,2025-05-04,137.0,Sea,Yes
S501597,PO101096,2025-02-15,247.0,DHL,Yes
S501598,PO102558,2025-01-28,166.0,Rail,Yes
S501599,PO100602,2025-03-15,150.0,FedEx,Yes
S501600,PO100215,2025-04-06,363.0,Local,Yes
S501601,PO101996,2026-03-15,343.0,Local,Yes
S501602,PO101564,2025-08-26,68.0,Sea,Yes
S501603,PO101840,2025-04-11,221.0,Sea,Yes
