shipment_id,po_id,actual_delivery_date,shipment_quantity,carrier
S501232,PO101105,12-03-2025,302,Sea
S501233,PO102475,16-09-2025,254,Sea
S501234,PO101607,09-09-2025,15,UPS
S501235,PO102869,09-04-2025,130,Sea
S501236,PO101502,08-03-2025,61,Sea
S501237,PO101789,09-05-2025,115,DHL
S501238,PO101185,09-12-2025,,Local
S501239,PO100931,17-10-2025,308,Sea
S501240,PO101425,16-03-2026,325,Local
S501241,PO101061,07-06-2026,67,FedEx
S501242,PO101978,14-05-2025,249,Rail
S501243,PO102558,22-01-2025,175,DHL
S501244,PO102440,07-05-2025,339,UPS
S501245,PO102042,31-05-2025,2,FedEx
S501246,PO102760,16-02-2025,172,DHL
S501247,PO102541,07-09-2025,334,DHL
S501248,PO101278,14-02-2025,284,UPS
S501249,PO101202,27-02-2025,54,UPS
S501250,PO102594,22-03-2025,67,Local
S501251,PO100593,09-03-2025,102,Rail
S501252,PO102436,01-04-2025,120,FedEx
S501253,PO101421,15-05-2025,191,Rail
S501254,PO102205,10-12-2025,304,FedEx
S501255,PO101027,14-09-2025,47,DHL
S501256,PO102214,27-07-2025,222,Sea
S501257,PO100959,29-06-2025,21,Sea
S501258,PO102456,09-05-2025,,UPS
S501259,PO102241,20-01-2025,348,UPS
S501260,PO102282,18-05-2025,159,DHL
S501261,PO102765,26-01-2026,377,DHL
S501262,PO101173,13-03-2025,372,FedEx
S501263,PO100815,30-04-2025,235,DHL
S501264,PO100403,26-08-2025,150,FedEx
S501265,PO100892,12-10-2025,257,Rail
S501266,PO102725,28-02-2025,165,UPS
S501267,PO100067,06-08-2025,77,UPS
S501268,PO100087,26-05-2025,85,Sea
S501269,PO102264,28-06-2025,46,Sea
S501270,PO102048,22-04-2025,393,UPS
S501271,PO101158,16-10-2025,47,Rail
S501272,PO101720,15-02-2025,213,Rail
S501273,PO101374,04-03-2025,59,Local
S501274,PO102187,28-07-2025,54,FedEx
S501275,PO102665,24-03-2025,342,Sea
S501276,PO102180,06-04-2025,12,FedEx
S501277,PO101643,18-06-2025,192,Sea
S501278,PO100177,07-04-2025,6,Local
S501279,PO102857,20-02-2025,309,UPS
S501280,PO101381,12-04-2025,144,FedEx
S501281,PO102427,05-02-2026,346,Sea
S501282,PO100907,19-03-2025,261,FedEx
S501283,PO102705,21-09-2025,73,UPS
S501284,PO102497,01-11-2025,174,DHL
S501285,PO100585,10-04-2025,232,Sea
S501286,PO102510,08-03-2025,270,DHL
S501287,PO100989,13-09-2025,,Local
S501288,PO101131,23-05-2025,222,Rail
S501289,PO102169,01-04-2025,52,FedEx
S501290,PO102064,16-01-2025,116,Sea
S501291,PO101219,10-04-2025,26,FedEx
S501292,PO102374,08-07-2025,53,Local
S501293,PO100317,10-04-2025,365,Local
S501294,PO102856,27-03-2025,29,FedEx
S501295,PO101502,28-02-2025,19,Sea
S501296,PO102034,25-06-2025,303,UPS
S501297,PO102042,14-05-2025,392,UPS
S501298,PO100502,31-03-2025,279,Rail
S501299,PO102022,18-01-2026,117,FedEx
S501300,PO100118,27-10-2025,106,FedEx
S501301,PO100709,02-07-2025,309,Sea
S501302,PO100044,01-03-2025,227,FedEx
S501303,PO100313,04-03-2026,352,Sea
S501304,PO100417,16-05-2025,186,FedEx
S501305,PO102603,03-04-2025,261,Local
S501306,PO101101,11-04-2026,16,DHL
S501307,PO100325,15-07-2025,,FedEx
S501308,PO101439,28-06-2025,160,DHL
S501309,PO101986,22-07-2025,358,UPS
S501310,PO102562,30-01-2025,,Rail
S501311,PO102261,31-05-2025,224,UPS
S501312,PO100073,04-09-2025,256,FedEx
S501313,PO101602,14-02-2025,180,Sea
S501314,PO100508,04-02-2026,20,UPS
S501315,PO102379,15-08-2025,112,Local
S501316,PO100687,17-04-2025,120,DHL
S501317,PO100656,18-02-2025,194,Sea
S501318,PO101542,08-06-2025,111,Sea
S501319,PO101292,23-05-2025,210,FedEx
S501320,PO101399,21-06-2025,1,Local
S501321,PO102647,01-05-2025,58,DHL
S501322,PO101552,14-09-2025,93,Local
S501323,PO101075,20-04-2025,221,UPS
S501324,PO100324,10-01-2026,211,FedEx
S501325,PO100991,21-06-2025,232,Sea
S501326,PO101993,22-02-2025,262,Sea
S501327,PO100716,02-09-2025,364,UPS
S501328,PO102770,16-02-2025,103,Sea
S501329,PO100276,16-08-2025,,Rail
S501330,PO102583,14-04-2025,374,FedEx
S501331,PO100151,19-03-2025,110,UPS
S501332,PO100954,01-05-2025,88,FedEx
S501333,PO101506,13-06-2025,20,DHL
S501334,PO100258,28-05-2025,14,FedEx
S501335,PO102371,23-09-2025,133,FedEx
S501336,PO100868,09-09-2025,296,DHL
S501337,PO101191,16-06-2025,34,UPS
S501338,PO100687,19-04-2025,380,FedEx
S501339,PO100309,28-02-2025,,Local
S501340,PO102850,24-06-2025,301,FedEx
S501341,PO101502,09-03-2025,199,UPS
S501342,PO102667,25-06-2025,80,Sea
S501343,PO100472,07-05-2025,71,DHL
S501344,PO102508,18-08-2025,155,Sea
S501345,PO100813,01-12-2025,78,UPS
S501346,PO100845,13-04-2025,78,Rail
S501347,PO101164,08-03-2025,172,Sea
S501348,PO100666,04-03-2025,289,FedEx
S501349,PO102309,23-03-2025,33,FedEx
S501350,PO101808,19-02-2025,300,DHL
S501351,PO101443,19-04-2025,276,FedEx
S501352,PO101767,20-05-2025,367,Local
S501353,PO101264,27-01-2025,7,Local
S501354,PO100354,14-01-2025,,Sea
S501355,PO101872,14-05-2025,240,UPS
S501356,PO102024,28-03-2025,24,DHL
S501357,PO102817,22-02-2025,214,Rail
S501358,PO100179,14-03-2025,70,Sea
S501359,PO100065,28-04-2025,368,UPS
S501360,PO100819,12-03-2025,216,DHL
S501361,PO101371,19-02-2025,104,DHL
S501362,PO100170,18-07-2025,215,Sea
S501363,PO102521,25-01-2025,54,UPS
S501364,PO102581,06-11-2025,294,UPS
S501365,PO101390,30-03-2025,330,FedEx
S501366,PO101130,19-06-2025,336,Rail
S501367,PO102486,02-04-2025,203,Local
S501368,PO100834,10-05-2025,288,FedEx
S501369,PO100226,23-04-2026,45,DHL
S501370,PO100441,06-07-2026,317,Rail
S501371,PO102443,30-08-2025,198,Rail
S501372,PO100727,13-09-2025,216,UPS
S501373,PO101604,06-03-2025,309,Rail
S501374,PO102131,14-02-2025,384,Sea
S501375,PO101036,27-03-2025,332,Rail
S501376,PO101832,19-05-2025,184,DHL
S501377,PO101848,01-12-2025,27,Sea
S501378,PO102740,19-04-2025,166,Sea
S501379,PO100492,11-04-2025,318,FedEx
S501380,PO101548,06-05-2025,274,Rail
S501381,PO101143,25-05-2025,383,UPS
S501382,PO100969,15-05-2025,365,FedEx
S501383,PO102400,15-03-2025,103,UPS
S501384,PO102087,19-06-2025,333,Rail
S501385,PO100639,13-05-2025,373,FedEx
S501386,PO100172,05-05-2025,104,Rail
S501387,PO101570,02-05-2025,245,DHL
S501388,PO100258,16-06-2025,305,FedEx
S501389,PO100516,19-04-2025,169,UPS
S501390,PO102777,14-03-2025,116,DHL
S501391,PO100522,11-03-2026,141,Local
S501392,PO101917,11-06-2025,356,UPS
S501393,PO102886,26-04-2025,125,Rail
S501394,PO102164,28-04-2025,25,UPS
S501395,PO102231,23-02-2025,194,Local
S501396,PO101929,31-01-2025,384,UPS
S501397,PO101139,05-05-2025,100,DHL
S501398,PO102209,31-12-2025,5,Sea
S501399,PO102590,01-09-2025,19,UPS
S501400,PO100838,08-05-2025,170,FedEx
S501401,PO101089,04-03-2025,274,Local
S501402,PO101093,16-05-2025,254,UPS
S501403,PO102494,07-05-2025,121,Local
S501404,PO102463,25-05-2025,32,Sea
S501405,PO102579,21-07-2025,149,DHL
S501406,PO102488,05-06-2025,266,FedEx
S501407,PO102785,31-03-2025,37,Rail
S501408,PO101969,02-03-2025,177,UPS
S501409,PO102511,18-10-2025,342,DHL
S501410,PO102443,28-08-2025,13,Local
S501411,PO102758,29-06-2025,183,Sea
S501412,PO101574,26-02-2025,,Local
S501413,PO101580,11-03-2025,265,Sea
S501414,PO102442,24-08-2025,88,Sea
S501415,PO102373,23-04-2025,46,DHL
S501416,PO101114,25-05-2025,392,UPS
S501417,PO100749,12-06-2025,119,Rail
S501418,PO101093,06-06-2025,19,UPS
S501419,PO101189,27-06-2025,220,FedEx
S501420,PO102689,13-04-2025,233,UPS
S501421,PO102261,27-05-2025,94,Sea
S501422,PO101875,30-05-2025,251,Sea
S501423,PO101787,26-05-2025,250,FedEx
S501424,PO102416,21-03-2025,282,Local
S501425,PO101607,28-08-2025,232,Sea
S501426,PO100048,05-05-2025,46,FedEx
S501427,PO101075,14-04-2025,374,Sea
S501428,PO101312,15-05-2025,46,Rail
S501429,PO101649,03-08-2025,14,Sea
S501430,PO102180,18-04-2025,85,DHL
S501431,PO102833,18-02-2025,319,FedEx
S501432,PO101189,19-06-2025,328,UPS
S501433,PO101397,19-04-2025,3,FedEx
S501434,PO102420,07-03-2025,28,Local
S501435,PO101828,16-08-2025,381,Sea
S501436,PO100478,16-03-2026,157,FedEx
S501437,PO100831,27-03-2025,343,Rail
S501438,PO102697,01-03-2025,333,FedEx
S501439,PO101614,23-04-2025,332,Rail
S501440,PO100681,30-03-2025,175,Sea
S501441,PO102735,26-07-2025,114,UPS
S501442,PO101323,06-03-2025,389,Sea
S501443,PO100081,26-05-2025,331,Local
S501444,PO100086,29-06-2025,250,DHL
S501445,PO102272,13-05-2025,59,UPS
S501446,PO102063,10-04-2025,203,UPS
S501447,PO100821,11-02-2025,315,DHL
S501448,PO100162,04-07-2025,239,FedEx
S501449,PO102561,14-06-2025,234,Sea
S501450,PO102397,24-03-2025,303,FedEx
S501451,PO101932,27-06-2025,95,FedEx
S501452,PO102728,28-03-2025,141,Sea
S501453,PO101850,02-04-2025,334,Local
S501454,PO101860,29-07-2025,113,UPS
S501455,PO101115,07-05-2025,109,Rail
S501456,PO102228,30-03-2025,362,DHL
S501457,PO102790,18-07-2025,345,UPS
S501458,PO102707,08-03-2025,289,FedEx
S501459,PO101882,01-07-2025,97,DHL
S501460,PO102540,22-05-2025,335,Rail
S501461,PO100922,14-10-2025,16,UPS
S501462,PO102175,02-09-2025,44,UPS
S501463,PO101449,11-07-2025,376,Local
S501464,PO101582,25-05-2025,230,UPS
S501465,PO100564,31-03-2025,390,UPS
S501466,PO102597,19-05-2025,108,Rail
S501467,PO102500,11-09-2025,217,Rail
S501468,PO100470,14-02-2025,399,DHL
S501469,PO100987,29-04-2025,260,FedEx
S501470,PO102785,08-03-2025,312,Rail
S501471,PO101934,20-07-2025,320,DHL
S501472,PO100223,28-03-2025,196,UPS
S501473,PO102201,21-01-2025,95,DHL
S501474,PO102607,10-04-2025,56,DHL
S501475,PO100350,09-04-2025,32,DHL
S501476,PO101928,21-06-2025,231,Sea
S501477,PO100348,13-04-2025,372,DHL
S501478,PO100181,16-03-2025,9,Rail
S501479,PO100636,30-04-2025,191,Sea
S501480,PO101017,30-05-2025,361,FedEx
S501481,PO102226,20-04-2025,200,DHL
S501482,PO100771,03-10-2025,334,Local
S501483,PO102941,03-06-2025,161,UPS
S501484,PO101015,29-11-2025,87,UPS
S501485,PO102111,01-03-2025,21,Sea
S501486,PO100028,17-06-2025,311,UPS
S501487,PO102419,07-05-2025,76,UPS
S501488,PO102144,23-04-2025,386,Sea
S501489,PO101893,17-03-2025,141,UPS
S501490,PO101465,16-01-2025,126,DHL
S501491,PO101226,15-03-2025,251,FedEx
S501492,PO102068,05-02-2025,388,Sea
S501493,PO102782,24-06-2026,84,Local
S501494,PO101125,20-04-2025,371,Sea
S501495,PO100065,16-04-2025,48,Rail
S501496,PO102650,30-03-2025,379,Local
S501497,PO101134,15-06-2025,78,Rail
S501498,PO100337,24-06-2025,30,Sea
S501499,PO102170,20-07-2025,285,Rail
S501500,PO101728,02-05-2025,136,Local
S501501,PO100446,11-07-2026,140,DHL
S501502,PO102658,25-03-2025,41,Sea
S501503,PO102718,16-10-2025,282,Sea
S501504,PO102662,15-03-2025,50,UPS
S501505,PO102944,24-08-2025,258,Sea
S501506,PO100280,22-09-2025,311,Sea
S501507,PO100595,01-05-2025,360,DHL
S501508,PO101986,10-07-2025,270,UPS
S501509,PO102750,14-03-2025,134,FedEx
S501510,PO101074,26-07-2026,234,Rail
S501511,PO100209,06-03-2025,128,Local
S501512,PO100125,19-03-2025,104,FedEx
S501513,PO100491,10-05-2025,254,UPS
S501514,PO100969,01-05-2025,95,DHL
S501515,PO100580,07-04-2025,337,Local
S501516,PO102824,05-04-2025,217,Rail
S501517,PO102305,08-03-2025,61,Sea
S501518,PO101211,09-05-2025,268,Sea
S501519,PO100229,26-05-2025,241,FedEx
S501520,PO100188,31-05-2025,13,Rail
S501521,PO102057,05-05-2025,147,UPS
S501522,PO102723,04-04-2025,240,Rail
S501523,PO100501,12-04-2025,89,DHL
S501524,PO102132,20-04-2025,95,FedEx
S501525,PO100048,15-05-2025,315,FedEx
S501526,PO102885,19-12-2025,293,DHL
S501527,PO100688,21-08-2025,25,Rail
S501528,PO100386,20-03-2025,272,DHL
S501529,PO100969,02-05-2025,166,Local
S501530,PO101005,21-06-2025,250,DHL
S501531,PO102265,14-07-2025,87,Rail
S501532,PO101724,26-07-2025,142,DHL
S501533,PO102004,28-03-2025,134,UPS
S501534,PO102302,16-05-2025,279,Sea
S501535,PO102283,01-03-2025,126,DHL
S501536,PO101607,28-08-2025,316,Sea
S501537,PO101789,16-05-2025,,DHL
S501538,PO100270,25-08-2025,141,Rail
S501539,PO100122,26-02-2025,356,Local
S501540,PO102703,23-01-2025,103,Local
S501541,PO101280,05-07-2025,226,Sea
S501542,PO101444,13-10-2025,390,Rail
S501543,PO100258,08-06-2025,63,Rail
S501544,PO100947,22-11-2025,294,Rail
S501545,PO102094,19-03-2025,384,UPS
S501546,PO100862,29-05-2025,306,FedEx
S501547,PO100524,22-08-2025,254,DHL
S501548,PO100887,18-03-2025,180,Rail
S501549,PO100207,14-06-2025,,Rail
S501550,PO102794,28-03-2025,264,Rail
S501551,PO100148,11-02-2025,189,Local
S501552,PO100437,04-08-2025,8,Rail
S501553,PO102202,05-05-2025,104,DHL
S501554,PO101721,08-03-2025,225,Rail
S501555,PO100357,21-06-2025,34,DHL
S501556,PO101240,19-10-2025,236,UPS
S501557,PO101930,02-06-2025,228,FedEx
S501558,PO100455,24-04-2025,188,Local
S501559,PO102823,01-04-2025,313,DHL
S501560,PO101632,21-05-2025,22,Sea
S501561,PO100628,27-02-2025,343,UPS
S501562,PO102879,13-03-2025,40,FedEx
S501563,PO100485,29-10-2025,173,FedEx
S501564,PO102580,28-02-2025,179,FedEx
S501565,PO100199,06-08-2025,86,DHL
S501566,PO100370,09-02-2025,133,UPS
S501567,PO101013,23-01-2025,351,Rail
S501568,PO101982,03-05-2025,13,Sea
S501569,PO102900,09-03-2025,28,UPS
S501570,PO101471,25-07-2025,84,UPS
S501571,PO100247,22-03-2026,318,UPS
S501572,PO100787,23-03-2025,349,DHL
S501573,PO102311,11-11-2025,343,Sea
S501574,PO102078,19-07-2026,280,DHL
S501575,PO101521,20-12-2025,354,Sea
S501576,PO101272,25-07-2025,263,Sea
S501577,PO100604,15-02-2025,166,DHL
S501578,PO101689,06-08-2025,,Sea
S501579,PO101417,09-03-2025,68,UPS
S501580,PO101820,17-03-2025,226,DHL
S501581,PO100501,20-04-2025,170,Sea
S501582,PO102933,25-05-2025,86,FedEx
S501583,PO100548,21-05-2025,133,DHL
S501584,PO101365,20-03-2025,178,Local
S501585,PO100838,16-05-2025,343,DHL
S501586,PO101430,07-05-2025,252,DHL
S501587,PO101448,31-12-2025,15,DHL
S501588,PO100847,13-01-2027,223,Sea
S501589,PO100613,11-02-2025,379,DHL
S501590,PO100411,10-02-2026,201,Local
S501591,PO102479,24-08-2025,107,Rail
S501592,PO100677,02-05-2025,250,DHL
S501593,PO100158,07-03-2025,89,FedEx
S501594,PO102061,02-05-2025,125,Local
S501595,PO100372,18-03-2025,113,Rail
S501596,PO102272,04-05-2025,137,Sea
S501597,PO101096,15-02-2025,247,DHL
S501598,PO102558,28-01-2025,166,Rail
S501599,PO100602,15-03-2025,150,FedEx
S501600,PO100215,06-04-2025,363,Local
S501601,PO101996,15-03-2026,343,Local
S501602,PO101564,26-08-2025,68,Sea
S501603,PO101840,11-04-2025,221,Sea
S501604,PO101962,05-10-2025,271,Sea
S501605,PO102887,21-03-2025,321,Rail
S501606,PO100726,26-03-2025,310,DHL
S501607,PO101244,24-07-2025,349,UPS
S501608,PO102601,14-01-2025,20,Local
S501609,PO101065,17-08-2025,289,UPS
S501610,PO100675,02-06-2026,100,Local
S501611,PO102920,08-04-2025,252,Sea
S501612,PO100282,14-04-2025,77,DHL
S501613,PO101081,17-02-2025,,DHL
S501614,PO102881,20-10-2025,392,Local
S501615,PO102584,25-06-2025,173,Rail
S501616,PO101908,12-04-2025,363,Sea
S501617,PO102970,21-03-2025,201,DHL
S501618,PO101152,29-07-2025,217,DHL
S501619,PO102889,30-04-2025,376,FedEx
S501620,PO100947,23-11-2025,208,DHL
S501621,PO100664,26-02-2025,74,FedEx
S501622,PO101717,01-07-2025,11,DHL
S501623,PO101148,18-09-2025,287,DHL
S501624,PO100066,16-03-2025,256,Rail
S501625,PO102053,01-01-2026,12,Rail
S501626,PO100636,23-05-2025,380,Sea
S501627,PO100313,27-02-2026,78,DHL
S501628,PO100564,07-04-2025,172,Sea
S501629,PO101601,14-04-2025,96,Sea
S501630,PO100825,14-01-2026,306,Sea
S501631,PO102553,18-02-2026,,Sea
S501632,PO101105,03-03-2025,273,Local
S501633,PO101025,27-04-2025,385,Local
S501634,PO102251,19-10-2025,,DHL
S501635,PO100661,17-07-2026,64,Local
S501636,PO100804,08-04-2025,132,DHL
S501637,PO102451,21-02-2026,343,Rail
S501638,PO100535,07-01-2026,272,UPS
S501639,PO101391,29-01-2025,,FedEx
S501640,PO101235,14-03-2025,332,Local
S501641,PO102624,01-04-2025,341,Local
S501642,PO102810,15-03-2025,109,Rail
S501643,PO101920,27-04-2025,273,Local
S501644,PO102164,06-05-2025,168,DHL
S501645,PO100627,04-08-2025,397,DHL
S501646,PO100748,04-12-2025,180,UPS
S501647,PO100104,01-12-2025,58,UPS
S501648,PO102542,17-10-2025,79,UPS
S501649,PO100045,22-05-2025,61,DHL
S501650,PO102870,11-11-2025,369,Sea
S501651,PO101354,17-05-2025,121,Sea
S501652,PO101239,24-03-2025,207,UPS
S501653,PO100981,02-07-2025,34,UPS
S501654,PO100959,26-06-2025,70,DHL
S501655,PO101515,23-01-2025,17,Rail
S501656,PO101836,11-02-2025,20,Local
S501657,PO102892,10-05-2025,315,FedEx
S501658,PO102496,26-05-2025,69,Sea
S501659,PO102583,03-04-2025,215,Sea
S501660,PO102558,14-01-2025,161,DHL
S501661,PO101481,13-02-2025,102,DHL
S501662,PO101559,20-11-2025,376,FedEx
S501663,PO102587,28-06-2025,206,FedEx
S501664,PO101507,21-05-2025,145,UPS
S501665,PO102063,08-04-2025,57,FedEx
S501666,PO102000,30-03-2025,83,Local
S501667,PO102290,19-05-2025,385,Local
S501668,PO101973,16-04-2025,269,Sea
S501669,PO100911,30-03-2025,187,Local
S501670,PO101294,13-08-2025,6,Local
S501671,PO102808,30-03-2025,353,Local
S501672,PO101802,22-03-2025,350,UPS
S501673,PO102752,13-02-2025,110,Sea
S501674,PO101753,29-03-2025,138,DHL
S501675,PO100114,30-06-2025,51,Sea
S501676,PO101603,18-04-2025,51,Sea
S501677,PO101322,29-10-2025,87,Sea
S501678,PO101860,27-07-2025,68,FedEx
S501679,PO102444,21-05-2025,84,DHL
S501680,PO102441,23-05-2025,42,FedEx
S501681,PO101098,09-09-2025,219,UPS
S501682,PO100977,21-01-2025,57,UPS
S501683,PO101505,20-03-2025,226,Rail
S501684,PO101126,21-02-2025,196,Rail
S501685,PO100296,13-07-2025,248,UPS
S501686,PO102225,10-05-2025,166,UPS
S501687,PO102362,19-03-2025,62,FedEx
S501688,PO101062,20-07-2025,263,UPS
S501689,PO100258,26-05-2025,112,DHL
S501690,PO102054,10-09-2025,253,FedEx
S501691,PO102096,24-05-2025,199,UPS
S501692,PO102208,05-04-2025,178,FedEx
S501693,PO101892,28-07-2025,26,FedEx
S501694,PO100175,05-03-2025,246,Local
S501695,PO101000,29-03-2025,19,Rail
S501696,PO101918,05-05-2025,265,FedEx
S501697,PO102502,19-05-2025,317,Sea
S501698,PO101667,19-12-2025,20,FedEx
S501699,PO100275,25-05-2025,106,Sea
S501700,PO102545,25-05-2025,237,Local
S501701,PO100675,12-05-2026,306,UPS
S501702,PO101823,01-09-2025,246,FedEx
S501703,PO101051,13-05-2025,81,Local
S501704,PO101356,21-11-2025,150,DHL
S501705,PO102103,02-06-2025,397,Local
S501706,PO100546,26-02-2025,396,Rail
S501707,PO101135,24-02-2025,10,Rail
S501708,PO102083,19-12-2025,321,UPS
S501709,PO102040,24-09-2025,224,Sea
S501710,PO100438,20-07-2025,264,UPS
S501711,PO101752,14-02-2025,149,Sea
S501712,PO101615,15-07-2025,278,Sea
S501713,PO101849,18-06-2025,274,Sea
S501714,PO102642,15-08-2025,194,Sea
S501715,PO101600,30-03-2025,172,Rail
S501716,PO101663,10-06-2025,265,Rail
S501717,PO100306,26-05-2025,310,FedEx
S501718,PO100618,08-08-2025,26,Rail
S501719,PO101132,26-01-2025,350,UPS
S501720,PO101395,07-10-2025,356,Rail
S501721,PO102404,03-06-2025,26,UPS
S501722,PO102228,09-04-2025,34,DHL
S501723,PO101379,30-06-2025,264,Rail
S501724,PO101699,04-05-2025,138,UPS
S501725,PO102115,03-03-2025,304,Sea
S501726,PO102339,03-05-2025,,Local
S501727,PO102739,08-02-2025,363,Sea
S501728,PO100180,09-03-2025,242,FedEx
S501729,PO102481,30-10-2025,54,UPS
S501730,PO101487,19-06-2025,168,Sea
S501731,PO100913,26-04-2025,119,Rail
S501732,PO101557,24-03-2025,143,Rail
S501733,PO102113,23-10-2025,81,DHL
S501734,PO101044,23-10-2025,245,Local
S501735,PO101635,26-03-2025,352,UPS
S501736,PO102431,25-09-2025,358,Sea
S501737,PO101638,30-08-2026,62,Local
S501738,PO101582,12-05-2025,46,DHL
S501739,PO102086,26-01-2025,87,FedEx
S501740,PO101308,25-04-2025,99,Local
S501741,PO100821,30-01-2025,295,DHL
S501742,PO100601,26-02-2025,399,UPS
S501743,PO101620,17-04-2025,53,FedEx
S501744,PO100784,03-03-2025,192,Rail
S501745,PO101211,01-05-2025,80,DHL
S501746,PO100670,19-02-2025,16,Rail
S501747,PO101266,29-03-2025,360,FedEx
S501748,PO101096,24-02-2025,326,DHL
S501749,PO102526,01-04-2025,194,DHL
S501750,PO101997,07-03-2025,141,FedEx
S501751,PO102608,15-06-2025,108,UPS
S501752,PO100100,28-02-2025,303,DHL
S501753,PO102561,03-06-2025,265,FedEx
S501754,PO101779,21-10-2025,290,Local
S501755,PO100175,04-03-2025,209,Rail
S501756,PO100237,09-02-2025,165,DHL
S501757,PO102957,25-09-2025,342,Local
S501758,PO101122,13-10-2025,371,DHL
S501759,PO102918,21-03-2025,320,UPS
S501760,PO101977,06-05-2025,152,FedEx
S501761,PO102542,24-10-2025,290,DHL
S501762,PO102994,01-03-2025,268,FedEx
S501763,PO102003,14-03-2025,151,Sea
S501764,PO101537,23-06-2025,207,DHL
S501765,PO100754,06-03-2025,255,UPS
S501766,PO102258,04-03-2025,353,UPS
S501767,PO101146,25-07-2025,377,Local
S501768,PO101411,08-03-2025,141,UPS
S501769,PO100139,06-05-2026,343,FedEx
S501770,PO100540,08-02-2026,358,Sea
S501771,PO101414,14-04-2025,96,UPS
S501772,PO100269,13-03-2025,370,DHL
S501773,PO101035,25-06-2025,227,UPS
S501774,PO101890,15-02-2025,193,Sea
S501775,PO100505,15-02-2025,303,FedEx
S501776,PO101129,15-03-2025,,DHL
S501777,PO102079,10-08-2025,389,Local
S501778,PO101872,04-05-2025,377,Local
S501779,PO101092,14-06-2025,118,Local
S501780,PO100812,07-03-2025,5,DHL
S501781,PO100361,27-06-2025,352,Local
S501782,PO101456,17-06-2025,243,UPS
S501783,PO100928,24-06-2025,,DHL
S501784,PO100099,18-03-2025,152,DHL
S501785,PO101681,15-05-2026,128,DHL
S501786,PO102056,12-04-2025,124,Rail
S501787,PO102744,13-05-2025,146,FedEx
S501788,PO101052,10-01-2026,277,Rail
S501789,PO102509,14-11-2025,310,Rail
S501790,PO100920,23-09-2025,394,Rail
S501791,PO102437,04-03-2025,152,FedEx
S501792,PO100631,23-11-2025,360,Rail
S501793,PO100681,08-04-2025,111,Local
S501794,PO102204,19-07-2025,116,DHL
S501795,PO102382,29-12-2025,188,DHL
S501796,PO102307,19-05-2025,57,UPS
S501797,PO102129,27-03-2025,251,Sea
S501798,PO100753,06-04-2025,384,Local
S501799,PO101464,15-08-2027,150,FedEx
S501800,PO100719,09-07-2025,162,Sea
S501801,PO100074,23-06-2025,120,DHL
S501802,PO101293,04-06-2025,70,Rail
S501803,PO101922,24-06-2025,351,UPS
S501804,PO102673,19-02-2025,99,UPS
S501805,PO100061,21-03-2025,167,DHL
S501806,PO100873,12-04-2025,298,Local
S501807,PO100319,13-02-2025,151,Sea
S501808,PO102149,17-08-2025,326,UPS
S501809,PO101452,13-10-2025,2,DHL
S501810,PO100873,28-04-2025,152,Local
S501811,PO101745,22-04-2025,365,DHL
S501812,PO102302,17-05-2025,65,DHL
S501813,PO101555,25-03-2025,326,Local
S501814,PO102617,14-03-2025,69,Local
S501815,PO100111,28-02-2025,121,Local
S501816,PO100460,08-02-2025,109,DHL
S501817,PO102755,22-03-2025,316,UPS
S501818,PO100886,31-05-2025,247,FedEx
S501819,PO101115,07-05-2025,93,FedEx
S501820,PO101075,10-04-2025,268,DHL
S501821,PO100519,08-03-2025,103,DHL
S501822,PO100811,19-09-2025,112,UPS
S501823,PO102283,13-03-2025,321,Local
S501824,PO101924,20-08-2025,304,DHL
S501825,PO101604,09-03-2025,344,Rail
S501826,PO100926,07-04-2025,62,Local
S501827,PO100556,18-02-2025,300,DHL
S501828,PO102696,14-05-2025,136,Rail
S501829,PO102281,27-03-2025,55,Sea
S501830,PO101055,07-04-2025,,UPS
S501831,PO100578,06-05-2025,303,Rail
S501832,PO100541,17-05-2025,258,DHL
S501833,PO102161,02-07-2025,253,FedEx
S501834,PO102251,13-11-2025,222,DHL
S501835,PO101052,11-01-2026,369,FedEx
S501836,PO102690,12-05-2025,167,UPS
S501837,PO100473,19-11-2025,160,UPS
S501838,PO102744,09-05-2025,166,Local
S501839,PO102300,03-09-2025,205,Local
S501840,PO100904,24-04-2025,267,FedEx
S501841,PO101945,07-05-2025,138,FedEx
S501842,PO100385,19-08-2025,368,UPS
S501843,PO100061,12-03-2025,346,Rail
S501844,PO100514,18-03-2025,248,FedEx
S501845,PO100429,15-02-2025,55,FedEx
S501846,PO100579,11-04-2025,209,Rail
S501847,PO101560,04-04-2025,17,Local
S501848,PO101164,13-03-2025,68,Local
S501849,PO102790,21-07-2025,133,FedEx
S501850,PO101323,19-03-2025,,Local
S501851,PO102722,11-08-2025,308,Local
S501852,PO102358,11-06-2025,138,Sea
S501853,PO100470,05-02-2025,174,Local
S501854,PO101416,01-03-2025,97,UPS
S501855,PO101665,05-10-2025,171,DHL
S501856,PO101468,08-11-2025,154,FedEx
S501857,PO100808,23-03-2025,183,FedEx
S501858,PO100171,09-01-2025,242,UPS
S501859,PO102623,29-11-2025,304,DHL
S501860,PO100030,19-05-2025,285,DHL
S501861,PO100046,28-02-2025,27,UPS
S501862,PO100129,23-04-2025,360,Rail
S501863,PO102399,27-06-2025,,Rail
S501864,PO100977,21-01-2025,202,DHL
S501865,PO101645,16-07-2025,250,Rail
S501866,PO101604,07-03-2025,362,Rail
